type,height_ft,girth_ft
Oak,3.86255676550458,0.314832869867516
Oak,4.49712031182964,1.12804406224525
Oak,10.2497121076479,7.40044719830907
Oak,5.16501613583406,2.16276526291803
Oak,5.30673683730962,1.84085528514558
Oak,6.1823451242974,2.70582574087354
Oak,2.7922722316741,0.137145049008117
Oak,3.644176758206,0.261776793661459
Oak,4.07227980248471,0.40655655111075
Oak,8.78590218388385,5.4914547791138
Oak,5.90109722122842,3.1040126575649
Oak,6.01345817163857,2.48100208638718
Oak,5.26146332533053,1.12032379216261
Oak,3.87080931399955,0.236583062828921
Oak,6.28839914503548,1.39966962181092
Oak,2.02137352403654,0.0270433400131748
Oak,6.90623233715604,7.7944548698682
Oak,4.02171899902192,0.2409743601963
Oak,3.05777315208203,0.115374174694756
Oak,4.52246298945421,0.528952660950563
Oak,3.11723191980285,0.140755436800548
Oak,3.57430623308459,0.179521674234381
Oak,3.74940324366742,0.325779962974564
Oak,2.29948903068132,0.0392085903222052
Oak,7.35406413823736,7.09224265572771
Oak,5.36592536691746,1.33490790955029
Oak,2.96034697705538,0.227170123012153
Oak,8.9070315068776,4.00272594108437
Oak,6.08503175044558,1.95663642075032
Oak,4.36471315699619,0.778739901068869
Oak,7.55083771798175,4.42092849392202
Oak,7.49198159564552,4.14549631732653
Oak,7.2993841580665,2.34267811813512
Oak,6.86590919159789,2.26848750118373
Oak,6.45287919991742,2.01645736127382
Oak,4.85945609024995,0.616759269801283
Oak,4.3428764224461,0.844891704898945
Oak,4.1963896202568,1.17708956230416
Oak,3.63101972825566,0.576172833212539
Oak,4.54345832399266,0.848863811881717
Oak,2.79184134174827,0.118395764659546
Oak,8.72092203660844,4.91776327927478
Oak,2.98090604464922,0.177737282466808
Oak,4.15329746759541,0.549752662403599
Oak,4.03309947266775,0.15805272821583
Oak,7.16082446682562,8.30513418030767
Oak,4.81167395178735,0.468131899444783
Oak,5.61867234950738,0.449753383243956
Oak,4.93469884037604,0.93799419864256
Oak,4.9022551662822504,0.962389359987289
Oak,9.39053771210872,9.11417015714812
Oak,4.50625544887544,0.725148926393069
Oak,10.052269540931,6.78976157458951
Oak,2.4503010351135,0.103084143658377
Oak,6.54474536574963,4.77658048033696
Oak,5.29347483872528,0.821172593479577
Oak,5.52278730753641,1.60610586364171
Oak,5.95522124647212,1.61322500086701
Oak,3.96739383119005,0.421574956447037
Oak,4.28872824040028,0.889984407054724
Oak,3.12791489173248,0.211990263831418
Oak,3.05219136284346,0.412532589282813
Oak,5.75010443603456,1.38575708885361
Oak,6.14627460749133,4.00464468087813
Oak,5.12354847695997,0.870899879402138
Oak,7.6458099367068,3.97774517456221
Oak,3.98807916937761,0.503225512665502
Oak,1.72637933660226,0.0281845636735038
Oak,7.94543555064698,5.40893140345796
Oak,3.60686470303062,0.406306167868584
Oak,3.64223766392517,0.224359697565779
Oak,8.01833650445501,4.69107145708911
Oak,4.38546251220566,0.831259858444372
Oak,2.84987926731,0.215498290577947
Oak,5.43538986553552,1.54052577360863
Oak,4.69020399052865,1.08222534331372
Oak,5.01329016012528,1.45390632277763
Oak,5.97071146747539,2.42996924253686
Oak,4.21539230082558,0.485161240659869
Oak,6.72736999766064,2.607076626858
Oak,4.51723507834822,0.910519594196426
Oak,5.82540866039209,1.37203924061219
Oak,8.28586411897769,5.53149139795124
Oak,6.10950890990475,1.91601164946917
Oak,4.30312227811592,0.280690696377499
Oak,8.48655691241949,7.44281619205934
Oak,7.90079467470042,6.43268243307088
Oak,6.43649440744251,2.33673229165125
Oak,5.58105562904122,3.28054396101436
Oak,3.74445649526285,0.326027859116116
Oak,9.35622148401332,11.7498137033599
Oak,3.79243448412416,0.4707474789197
Oak,10.1272639568856,14.4521041575096
Oak,4.48569697950124,0.613524575048397
Oak,3.11663414431007,0.238335273747108
Oak,3.6048623961329,0.346478047443103
Oak,5.62790484848597,1.66892646426835
Oak,4.46304872910725,0.912056947797261
Oak,4.26050897448643,0.792739510005223
Oak,3.22586576019359,0.207562284257438
Oak,4.89738739804427,0.765117929934632
Oak,3.48328580891115,0.500359037099644
Oak,2.31943185267841,0.0664089909562127
Oak,4.19686210801517,0.445629120508564
Oak,7.63430182850949,2.85803607945541
Oak,3.83619444230296,0.435047792127549
Oak,6.61550297048778,3.15749534441942
Oak,2.37352309939647,0.0419113387452852
Oak,4.87368674112685,0.4861101385917
Oak,6.35113647564146,2.4920345579243
Oak,5.74381808565731,1.10626951746535
Oak,5.24934652958106,2.15647298088487
Oak,3.7224493971068,0.2090082330697
Oak,3.38087516423018,0.121602584036865
Oak,3.11992566158827,0.179350396522603
Oak,5.27836384882018,1.47307852207296
Oak,3.23202775412025,0.225300735783993
Oak,3.98894929249873,0.418152252600618
Oak,4.44376993038394,0.769190688112953
Oak,11.6880592740057,13.9930734449267
Oak,3.70322435489552,0.37654322532485
Oak,5.57246460717568,0.987150547249033
Oak,5.18277284048932,0.773981464403921
Oak,3.21069223352113,0.215114607474534
Oak,4.83847372639514,1.05510350515469
Oak,9.72478875064217,6.97172620135065
Oak,6.15560600932039,1.01309070292668
Oak,5.09584944838763,0.65898726162018
Oak,4.11595518879962,0.198697046677192
Oak,1.942319006796,0.0366850668296821
Oak,8.41855293459803,8.10736937487713
Oak,2.5517727194143,0.206313207418375
Oak,7.03006768685563,2.18523235919467
Oak,2.5715286789045,0.0889028586900825
Oak,6.90759507855663,3.43720528306945
Oak,4.43129340444849,0.445789439151514
Oak,2.42404776114809,0.115660624168341
Oak,2.48906635006032,0.0700220644907274
Oak,2.39145806413135,0.113086759422412
Oak,3.91551326761872,0.197128113924667
Oak,2.55046217669903,0.0842666718576948
Oak,6.86362202079578,3.52992402247984
Oak,2.76416465323075,0.097010214316875
Oak,7.18650569098213,2.6552529934751
Oak,7.12489473803447,3.60835195464893
Oak,5.82653715356401,2.99947821485829
Oak,3.14264035247402,0.119198759594518
Oak,4.7323786132316,0.773312554168182
Oak,4.3943124890593,0.499620313729776
Oak,6.47989413976764,4.67987181250999
Oak,4.21194074848915,1.2873951180809
Oak,7.8408777321015,6.06740726887243
Oak,4.20778782602019,0.550065891579608
Oak,8.11918238829707,10.1771747846316
Oak,3.0841436857991398,0.144067205972789
Oak,2.79858792128796,0.122799057117773
Oak,4.12665808389324,0.522724195138683
Oak,5.73608426508038,1.2872304236099
Oak,6.70322719181148,3.01750784143318
Oak,4.00141761077101,0.364390725260199
Oak,6.34369673724999,5.34341527106717
Oak,5.92601722929419,1.50641722537198
Oak,4.52786951528821,1.06141810968941
Oak,5.15262588631504,1.09375889738951
Oak,4.92216937061613,1.70298977113909
Oak,3.55388021042001,0.218528291713519
Oak,3.01835801271052,0.187222383430059
Oak,5.08777250697096,0.978172393141214
Oak,5.7685432645742996,2.04928865094705
Oak,6.11328580436876,1.96032200714038
Oak,4.04852604748867,0.576675857077059
Oak,3.06411300099777,0.164680667873177
Oak,8.94554983656866,11.8984862747465
Oak,4.25637542206962,0.640968787636113
Oak,3.35635146127654,0.131763737445306
Oak,4.4845006422415,0.662398849180564
Oak,4.56598862757635,0.611474491203639
Oak,8.3359300622899,9.97164007216317
Oak,5.19897181213463,0.668209581714088
Oak,7.07588492502954,1.32498962976502
Oak,3.97293629124397,0.538808766792448
Oak,5.5189831262228,2.13990193218857
Oak,4.30559149000207,0.711409550016878
Oak,5.22259934536918,2.12185155734918
Oak,3.31052851303853,0.344242405888687
Oak,2.73407042882749,0.0759902551993018
Oak,6.59343560616333,2.00162120013366
Oak,2.81006089947125,0.211375594392468
Oak,3.77343454495534,0.570178508158118
Oak,2.89650303180446,0.139138225334466
Oak,9.15066380372889,7.38909764110775
Oak,4.42528242564677,1.01050214726083
Oak,6.42109087256348,0.834239982469099
Oak,4.13144537273038,0.310050626165538
Oak,4.01532428461067,0.48361402812266
Oak,3.47735825954805,0.215443456617018
Oak,3.80230149971832,0.110767641147209
Oak,10.6942786972702,9.91093853827148
Oak,4.87713053280517,1.87550128700319
Oak,5.28225121430674,0.688742435114512
Oak,5.59380715690537,1.57748083247939
Oak,8.81993084680017,5.85262924916094
Oak,3.94236870016375,0.427343529946745
Oak,3.16569138430386,0.179822377168262
Oak,10.8170637898915,14.1851754560701
Oak,4.08072530344678,0.452871006341649
Oak,3.58390765080831,0.112328605075107
Oak,2.82953702128345,0.13105035396312
Oak,2.76711277813613,0.128349861368769
Oak,3.8386216505457,0.465194268865996
Oak,6.64610453282902,5.01283925440987
Oak,8.33565309174484,6.10087175242531
Oak,6.92608273542523,3.52266691294843
Oak,4.22900837213312,0.283770883746575
Oak,5.13948960274591,1.13356501886438
Oak,3.61452066128808,0.153592370620842
Oak,3.5935721763691,0.757924996649988
Oak,7.514500265509,3.53323257391738
Oak,3.1322144487915,0.220356569538446
Oak,4.79629719399339,0.46795434160832
Oak,5.51922081292761,1.72422140680615
Oak,3.55847946017531,0.181006050237099
Oak,3.83788773216643,0.474747346854851
Oak,2.72625690070542,0.0866774499150675
Oak,4.59605192575496,0.535354722574466
Oak,6.0641018278777,2.34914351029514
Oak,5.8053829509271,1.96991494696679
Oak,3.48869262316731,0.245500824048004
Oak,3.47732762042261,0.194415864019157
Oak,3.9676217346874,0.473483777027361
Oak,9.95822966932691,11.0126754325125
Oak,2.96148324704504,0.23821356087646
Oak,4.60425836142316,0.550603290485166
Oak,4.77281968550562,2.34239541599641
Oak,2.67301787864532,0.0597279423563851
Oak,3.68142635681844,0.384214324841424
Oak,6.25261949141115,2.61376163155959
Oak,4.2058078764745,0.434407402940074
Oak,3.86006601117433,0.284779921658751
Oak,4.26762801600404,0.289136950166963
Oak,5.21277924862605,0.59765085709613
Oak,10.4393091399045,11.8000107152726
Oak,4.80017401816003,1.50420907640175
Oak,8.22488631034042,5.86377231524699
Oak,6.68529887089348,5.55119812481021
Oak,4.74506346242613,0.62092703455799
Oak,2.46825260338647,0.105115615362487
Oak,3.93320462186962,0.444794818998972
Oak,3.99021147940813,0.52161864928141
Oak,5.10976457243202,1.1653048528214
Oak,9.09933679375081,11.6557625047519
Oak,4.70261918695944,0.98871369585694
Oak,2.22671443867434,0.0558675014707503
Oak,4.18036334976748,0.495418777076142
Oak,5.20968481014047,0.63588550935669
Oak,7.37857685355093,2.9007002913397
Oak,7.78889049413326,4.1861751394991
Oak,6.85222934169057,4.58940955073848
Oak,2.62975406059961,0.144917730053275
Oak,7.394326335239,2.72036359869952
Oak,4.07060124460491,0.382163404101622
Oak,5.41914216483963,2.88033589606102
Oak,5.17464117342691,0.583664737200331
Oak,6.08980459196289,2.14293188008103
Oak,5.05714028242442,1.16092089873764
Oak,2.31993055468828,0.0516364092490817
Oak,7.01890230036458,1.74846753411536
Oak,5.97276349204196,1.54166315085857
Oak,4.42425020088701,2.16583086093711
Oak,5.2795743050543,1.13350020030431
Oak,5.31836002459486,1.10478125799729
Oak,5.53571723295185,1.52887975008973
Oak,10.6448424383885,8.37688073227881
Oak,4.52022370558149,0.967907737327924
Oak,5.40235452641769,1.79302797392377
Oak,8.56341081288381,5.63350778403338
Oak,8.12467895645202,5.62918743909759
Oak,8.47271555194139,5.05141148561427
Oak,3.83244917558501,0.524807731425319
Oak,12.5738000652232,12.0857805186555
Oak,5.15596758729907,0.990330821982397
Oak,2.68404298711828,0.234189777341251
Oak,5.04855069526822,0.672709088774659
Oak,8.89104725597775,4.53171115958987
Oak,3.59684370685624,0.291595603428538
Oak,3.53534833311781,0.28072973609237
Oak,3.24535540100112,0.300515106212637
Oak,3.07940881382106,0.167806542008843
Oak,4.08825614027587,0.37119221060334
Oak,5.82379177762602,3.98410879070949
Oak,1.97755196630097,0.031739301250834
Oak,5.51272198644468,2.07290748728845
Oak,8.83700322771074,10.3512103061328
Oak,7.08475696929504,1.99446753504798
Oak,2.25748006817133,0.0384465445622001
Oak,3.79025703704563,0.627010799932404
Oak,4.25168139835466,0.272609293442619
Oak,6.91313097273742,4.13451613858085
Oak,4.76250821195965,0.905074239211247
Oak,2.80053031868125,0.176845531711269
Oak,7.60761038653804,3.20732134820034
Oak,5.57771164962782,1.06003946812597
Oak,8.7617675349498,10.3670433647479
Oak,2.69907620751369,0.166071721074143
Oak,6.77850723445647,1.73870148037776
Oak,3.92995456169957,0.239282956313606
Oak,6.85045012392468,1.83722195852543
Oak,4.86189542589699,0.884097966086541
Oak,6.69209576163216,2.73138378966636
Oak,5.01681426200748,1.27014056560611
Oak,7.98880336654924,4.81921289669496
Oak,2.89256546866234,0.111399073989838
Oak,3.58632064481227,0.237651528340549
Oak,10.0649946091204,8.81949154017208
Oak,5.94904972445053,1.10520579271464
Oak,1.943235520003,0.037519173648198
Oak,2.66785679544999,0.0249322541713774
Oak,4.55841437257695,0.416183161944478
Oak,7.44947874241436,6.32803043302562
Oak,4.77082353701268,0.890906154391281
Oak,6.66511272253314,3.4987904250083
Oak,7.77626549797346,3.58786967784407
Oak,5.13066136247482,0.940503528943891
Oak,4.88172850980331,1.17958279542381
Oak,2.23009073036312,0.0567641598520487
Oak,5.23402175160742,1.43697455097369
Oak,3.84237716590654,0.316551727380158
Oak,3.19277333551272,0.353813438854277
Oak,4.60244659823706,0.57922460414117
Oak,1.99719424799566,0.03547072133027
Oak,4.10690017649913,0.518714437726476
Oak,5.27591100345211,0.896424800813261
Oak,3.31381676167175,0.319899564997056
Oak,5.83110138899862,1.84570449303492
Oak,6.04304722900317,2.56598042417968
Oak,4.9245071515155,1.28824603139902
Oak,1.60616576791138,0.012444225843269
Oak,4.54893941625931,0.409304859434044
Oak,6.74852188565874,3.04615625704346
Oak,5.6718312687267,2.32589374475232
Oak,8.01502075494254,2.53157580994253
Oak,7.28621351441179,3.04844576431738
Oak,4.53953501269878,0.581229212997931
Oak,5.95118647607239,0.712370595371662
Oak,3.23510393644541,0.191957570054143
Oak,7.41915776949301,7.53698889669284
Oak,4.04354552035208,0.244363298319452
Oak,2.33754631860628,0.0557245789479222
Oak,4.03805802948473,0.449028682855132
Oak,7.31216490129103,3.95810362444119
Oak,6.32406774726048,2.46000854465185
Oak,3.81130580753737,0.33129832015863
Oak,3.15946723490566,0.56623279504967
Oak,5.34398395195516,1.01462366394438
Oak,4.96716425670412,0.523005884740028
Oak,2.19236952674199,0.0260602397867676
Oak,5.08019307043838,0.949556699985671
Oak,5.45778052719534,1.04835205635478
Oak,5.41895174542181,2.10638713543737
Oak,3.07586022284686,0.161678375475296
Oak,6.22582142963851,2.2139904803912702
Oak,9.4337428041173,4.45386922098265
Oak,6.16903572092809,1.85368050941207
Oak,2.96382331609347,0.136421186014074
Oak,4.09110767906632,0.255195120439878
Oak,5.86395634181954,1.14050710671998
Oak,3.71159753885793,0.230097095915827
Oak,1.85114627448487,0.042514034877475
Oak,7.51311728170049,5.35409061189958
